new_filename,original_filename,ego_agent_idx,interactivity_score,map_id
map_000536.bin,map_011847.bin,0,0.327608,11847
map_000537.bin,map_021928.bin,9,0.092414,21928
map_000538.bin,map_025156.bin,8,0.237278,25156
map_000539.bin,map_005664.bin,18,0.081844,5664
map_000540.bin,map_037315.bin,14,0.298769,37315
map_000541.bin,map_018577.bin,12,0.204014,18577
map_000542.bin,map_035150.bin,31,0.239460,35150
map_000543.bin,map_016956.bin,10,0.155404,16956
map_000544.bin,map_007887.bin,2,0.048862,7887
map_000545.bin,map_041121.bin,39,0.129964,41121
map_000546.bin,map_017885.bin,51,0.459940,17885
map_000547.bin,map_029378.bin,14,0.233825,29378
map_000548.bin,map_016574.bin,28,0.153452,16574
map_000549.bin,map_037758.bin,28,0.063038,37758
map_000550.bin,map_022760.bin,4,0.300182,22760
map_000551.bin,map_018855.bin,20,0.236668,18855
map_000552.bin,map_023017.bin,5,0.720998,23017
map_000553.bin,map_040332.bin,25,0.133405,40332
map_000554.bin,map_017005.bin,23,0.285334,17005
map_000555.bin,map_032137.bin,28,0.346851,32137
map_000556.bin,map_006939.bin,114,0.109967,6939
map_000557.bin,map_011048.bin,2,0.353367,11048
map_000558.bin,map_024251.bin,116,0.127184,24251
map_000559.bin,map_037353.bin,40,0.252474,37353
map_000560.bin,map_022301.bin,2,0.274847,22301
map_000561.bin,map_038791.bin,36,0.247199,38791
map_000562.bin,map_009511.bin,10,0.175210,9511
map_000563.bin,map_036011.bin,17,0.281911,36011
map_000564.bin,map_032774.bin,16,0.408179,32774
map_000565.bin,map_017317.bin,3,0.094366,17317
map_000566.bin,map_023730.bin,64,0.224860,23730
map_000567.bin,map_031961.bin,29,0.501350,31961
map_000568.bin,map_000628.bin,6,0.224998,628
map_000569.bin,map_017187.bin,44,0.292114,17187
map_000570.bin,map_017590.bin,21,0.177310,17590
map_000571.bin,map_011902.bin,0,0.105202,11902
map_000572.bin,map_023473.bin,81,0.290554,23473
map_000573.bin,map_032905.bin,6,0.222321,32905
map_000574.bin,map_033802.bin,38,0.181232,33802
map_000575.bin,map_038177.bin,23,0.123408,38177
map_000576.bin,map_018127.bin,39,0.412411,18127
map_000577.bin,map_026741.bin,81,0.328317,26741
map_000578.bin,map_025241.bin,35,0.113308,25241
map_000579.bin,map_025266.bin,34,0.313809,25266
map_000580.bin,map_039380.bin,7,0.221066,39380
map_000581.bin,map_012105.bin,59,0.281585,12105
map_000582.bin,map_029409.bin,47,0.311443,29409
map_000583.bin,map_027201.bin,42,0.213047,27201
map_000584.bin,map_010059.bin,20,0.123696,10059
map_000585.bin,map_037828.bin,3,0.170950,37828
map_000586.bin,map_004224.bin,61,0.292651,4224
map_000587.bin,map_016192.bin,8,0.421758,16192
map_000588.bin,map_029763.bin,5,0.097680,29763
map_000589.bin,map_038296.bin,47,0.190387,38296
map_000590.bin,map_035697.bin,42,0.048849,35697
map_000591.bin,map_035739.bin,111,0.446308,35739
map_000592.bin,map_020155.bin,4,0.234270,20155
map_000593.bin,map_004114.bin,4,0.279519,4114
map_000594.bin,map_014702.bin,14,0.182823,14702
map_000595.bin,map_038012.bin,7,0.216799,38012
map_000596.bin,map_018454.bin,5,0.393882,18454
map_000597.bin,map_012729.bin,55,0.171196,12729
map_000598.bin,map_011370.bin,0,0.239195,11370
map_000599.bin,map_008602.bin,4,0.263659,8602
map_000600.bin,map_000391.bin,54,0.502623,391
map_000601.bin,map_001799.bin,34,0.152784,1799
map_000602.bin,map_014181.bin,79,0.293826,14181
map_000603.bin,map_027718.bin,15,0.204434,27718
map_000604.bin,map_035466.bin,22,0.065069,35466
map_000605.bin,map_005139.bin,33,0.571405,5139
map_000606.bin,map_025815.bin,16,0.040278,25815
map_000607.bin,map_023599.bin,66,0.081655,23599
map_000608.bin,map_036327.bin,34,0.325359,36327
map_000609.bin,map_033458.bin,11,0.310154,33458
map_000610.bin,map_011596.bin,23,0.264785,11596
map_000611.bin,map_041341.bin,1,0.167272,41341
map_000612.bin,map_039684.bin,3,0.104794,39684
map_000613.bin,map_022070.bin,22,0.670459,22070
map_000614.bin,map_028220.bin,92,0.144347,28220
map_000615.bin,map_023355.bin,23,0.062346,23355
map_000616.bin,map_014131.bin,4,0.076144,14131
map_000617.bin,map_008610.bin,27,0.282959,8610
map_000618.bin,map_036853.bin,14,0.168856,36853
map_000619.bin,map_039989.bin,28,0.311715,39989
map_000620.bin,map_001053.bin,59,0.314777,1053
map_000621.bin,map_005859.bin,13,0.143253,5859
map_000622.bin,map_024425.bin,2,0.250347,24425
map_000623.bin,map_012497.bin,14,0.069201,12497
map_000624.bin,map_010917.bin,1,0.292364,10917
map_000625.bin,map_039656.bin,11,0.278830,39656
map_000626.bin,map_029508.bin,36,0.200351,29508
map_000627.bin,map_026714.bin,77,0.227442,26714
map_000628.bin,map_002208.bin,52,0.279665,2208
map_000629.bin,map_031410.bin,44,0.344172,31410
map_000630.bin,map_013923.bin,86,0.624657,13923
map_000631.bin,map_007199.bin,28,0.342965,7199
map_000632.bin,map_025868.bin,29,0.158364,25868
map_000633.bin,map_008002.bin,42,0.075391,8002
map_000634.bin,map_026718.bin,18,0.296578,26718
map_000635.bin,map_037796.bin,13,0.264710,37796
map_000636.bin,map_030792.bin,48,0.197005,30792
map_000637.bin,map_031493.bin,45,0.433265,31493
map_000638.bin,map_033768.bin,17,0.190656,33768
map_000639.bin,map_017746.bin,45,0.534829,17746
map_000640.bin,map_025292.bin,29,0.159440,25292
map_000641.bin,map_034745.bin,20,0.674721,34745
map_000642.bin,map_041395.bin,56,0.286251,41395
map_000643.bin,map_028440.bin,45,0.247732,28440
map_000644.bin,map_024616.bin,0,0.421903,24616
map_000645.bin,map_031956.bin,31,0.604373,31956
map_000646.bin,map_025581.bin,151,0.370215,25581
map_000647.bin,map_008447.bin,27,0.187322,8447
map_000648.bin,map_027289.bin,1,0.142853,27289
map_000649.bin,map_025718.bin,39,0.156710,25718
map_000650.bin,map_014584.bin,16,0.086440,14584
map_000651.bin,map_014407.bin,32,0.410880,14407
map_000652.bin,map_036986.bin,27,0.277265,36986
map_000653.bin,map_015214.bin,38,0.119336,15214
map_000654.bin,map_030108.bin,20,0.045975,30108
map_000655.bin,map_027652.bin,18,0.091841,27652
map_000656.bin,map_035865.bin,9,0.270928,35865
map_000657.bin,map_013470.bin,40,0.221772,13470
map_000658.bin,map_015668.bin,48,0.297583,15668
map_000659.bin,map_025335.bin,37,0.167566,25335
map_000660.bin,map_004510.bin,14,0.055637,4510
map_000661.bin,map_040671.bin,21,0.284231,40671
map_000662.bin,map_017513.bin,13,0.262969,17513
map_000663.bin,map_013876.bin,4,0.356260,13876
map_000664.bin,map_015902.bin,16,0.019270,15902
map_000665.bin,map_020187.bin,23,0.178926,20187
map_000666.bin,map_018382.bin,5,0.623720,18382
map_000667.bin,map_030421.bin,27,0.148724,30421
map_000668.bin,map_004892.bin,13,0.511296,4892
map_000669.bin,map_007490.bin,21,0.085270,7490
map_000670.bin,map_007901.bin,44,0.553020,7901
map_000671.bin,map_013203.bin,20,0.293958,13203
map_000672.bin,map_022013.bin,23,0.128107,22013
map_000673.bin,map_038555.bin,13,0.250978,38555
map_000674.bin,map_008701.bin,10,0.361825,8701
map_000675.bin,map_040571.bin,13,0.085542,40571
map_000676.bin,map_012121.bin,21,0.040219,12121
map_000677.bin,map_004312.bin,13,0.331719,4312
map_000678.bin,map_023824.bin,90,0.235237,23824
map_000679.bin,map_022715.bin,17,0.306665,22715
map_000680.bin,map_018707.bin,16,0.242608,18707
map_000681.bin,map_030248.bin,28,0.256679,30248
map_000682.bin,map_026783.bin,13,0.226070,26783
map_000683.bin,map_023874.bin,0,0.746064,23874
map_000684.bin,map_003395.bin,44,0.303157,3395
map_000685.bin,map_012604.bin,0,0.110074,12604
map_000686.bin,map_024235.bin,58,0.279865,24235
map_000687.bin,map_021770.bin,7,0.318391,21770
map_000688.bin,map_034125.bin,1,0.363604,34125
map_000689.bin,map_039635.bin,25,0.291768,39635
map_000690.bin,map_001904.bin,5,0.034380,1904
map_000691.bin,map_033458.bin,42,0.188421,33458
map_000692.bin,map_022377.bin,40,0.201727,22377
map_000693.bin,map_027119.bin,40,0.147915,27119
map_000694.bin,map_001076.bin,35,0.214248,1076
map_000695.bin,map_020534.bin,9,0.523728,20534
map_000696.bin,map_018274.bin,24,0.154087,18274
map_000697.bin,map_022902.bin,13,0.088765,22902
map_000698.bin,map_023968.bin,1,0.268473,23968
map_000699.bin,map_030817.bin,40,0.273293,30817
map_000700.bin,map_031058.bin,11,0.493666,31058
map_000701.bin,map_034613.bin,17,0.265089,34613
map_000702.bin,map_012807.bin,1,0.156005,12807
map_000703.bin,map_028060.bin,32,0.419088,28060
map_000704.bin,map_012942.bin,20,0.095754,12942
map_000705.bin,map_015973.bin,9,0.533115,15973
map_000706.bin,map_024708.bin,9,0.308700,24708
map_000707.bin,map_028309.bin,28,0.217177,28309
map_000708.bin,map_001250.bin,8,0.037557,1250
map_000709.bin,map_021740.bin,29,0.120000,21740
map_000710.bin,map_019905.bin,45,0.294006,19905
map_000711.bin,map_038476.bin,69,0.190724,38476
map_000712.bin,map_039196.bin,17,0.350919,39196
map_000713.bin,map_023226.bin,78,0.196964,23226
map_000714.bin,map_041778.bin,18,0.029884,41778
map_000715.bin,map_009294.bin,6,0.074770,9294
map_000716.bin,map_026968.bin,4,0.278404,26968
map_000717.bin,map_006961.bin,18,0.128126,6961
map_000718.bin,map_035105.bin,6,0.284488,35105
map_000719.bin,map_030953.bin,31,0.208531,30953
map_000720.bin,map_003134.bin,16,0.297675,3134
map_000721.bin,map_022839.bin,13,0.014359,22839
map_000722.bin,map_034271.bin,83,0.392367,34271
map_000723.bin,map_032894.bin,2,0.093680,32894
map_000724.bin,map_038250.bin,12,0.154613,38250
map_000725.bin,map_003142.bin,10,0.119121,3142
map_000726.bin,map_003986.bin,20,0.201260,3986
map_000727.bin,map_037296.bin,2,0.422784,37296
map_000728.bin,map_023421.bin,28,0.337834,23421
map_000729.bin,map_008344.bin,5,0.497418,8344
map_000730.bin,map_026156.bin,24,0.358758,26156
map_000731.bin,map_010360.bin,21,0.421378,10360
map_000732.bin,map_002212.bin,7,0.199096,2212
map_000733.bin,map_014935.bin,105,0.107883,14935
map_000734.bin,map_022196.bin,2,0.183218,22196
map_000735.bin,map_019530.bin,13,0.290932,19530
map_000736.bin,map_011985.bin,19,0.258322,11985
map_000737.bin,map_026367.bin,30,0.468038,26367
map_000738.bin,map_018895.bin,160,0.465658,18895
map_000739.bin,map_019992.bin,43,0.152679,19992
map_000740.bin,map_022198.bin,18,0.053499,22198
map_000741.bin,map_015266.bin,14,0.287520,15266
map_000742.bin,map_024018.bin,62,0.224471,24018
map_000743.bin,map_014002.bin,75,0.254206,14002
map_000744.bin,map_005070.bin,28,0.101838,5070
map_000745.bin,map_027347.bin,2,0.388846,27347
map_000746.bin,map_002496.bin,5,0.163842,2496
map_000747.bin,map_030880.bin,0,0.529023,30880
map_000748.bin,map_001512.bin,43,0.349186,1512
map_000749.bin,map_020321.bin,16,0.059345,20321
map_000750.bin,map_012708.bin,3,0.184784,12708
map_000751.bin,map_037118.bin,2,0.303993,37118
map_000752.bin,map_003570.bin,41,0.042311,3570
map_000753.bin,map_037607.bin,43,0.118314,37607
map_000754.bin,map_000776.bin,0,0.452691,776
map_000755.bin,map_000064.bin,15,0.258004,64
map_000756.bin,map_014408.bin,3,0.559773,14408
map_000757.bin,map_011384.bin,7,0.076306,11384
map_000758.bin,map_001952.bin,33,0.351791,1952
map_000759.bin,map_035249.bin,20,0.114749,35249
map_000760.bin,map_007974.bin,9,0.467492,7974
map_000761.bin,map_013431.bin,16,0.165511,13431
map_000762.bin,map_006881.bin,0,0.593047,6881
map_000763.bin,map_027219.bin,11,0.242732,27219
map_000764.bin,map_039208.bin,4,0.166195,39208
map_000765.bin,map_006492.bin,4,0.043911,6492
map_000766.bin,map_032863.bin,9,0.489545,32863
map_000767.bin,map_012452.bin,2,0.349067,12452
map_000768.bin,map_026743.bin,18,0.131240,26743
map_000769.bin,map_040068.bin,67,0.151299,40068
map_000770.bin,map_015013.bin,5,0.074538,15013
map_000771.bin,map_021409.bin,35,0.120290,21409
map_000772.bin,map_009742.bin,16,0.388203,9742
map_000773.bin,map_035064.bin,14,0.177716,35064
map_000774.bin,map_033832.bin,74,0.172354,33832
map_000775.bin,map_041341.bin,28,0.201705,41341
map_000776.bin,map_007000.bin,23,0.275425,7000
map_000777.bin,map_009221.bin,46,0.186004,9221
map_000778.bin,map_018493.bin,45,0.254605,18493
map_000779.bin,map_006342.bin,4,0.082733,6342
map_000780.bin,map_032635.bin,8,0.209390,32635
map_000781.bin,map_000562.bin,17,0.169717,562
map_000782.bin,map_017941.bin,21,0.474557,17941
map_000783.bin,map_033465.bin,8,0.405221,33465
map_000784.bin,map_038794.bin,6,0.171468,38794
map_000785.bin,map_020871.bin,19,0.268283,20871
map_000786.bin,map_023188.bin,7,0.356762,23188
map_000787.bin,map_040855.bin,2,0.271532,40855
map_000788.bin,map_011327.bin,36,0.108543,11327
map_000789.bin,map_004032.bin,3,0.295223,4032
map_000790.bin,map_034286.bin,10,0.290635,34286
map_000791.bin,map_039864.bin,68,0.187949,39864
map_000792.bin,map_035893.bin,15,0.209330,35893
map_000793.bin,map_012572.bin,200,0.466689,12572
map_000794.bin,map_005902.bin,8,0.119154,5902
map_000795.bin,map_040332.bin,9,0.280630,40332
map_000796.bin,map_017356.bin,8,0.109867,17356
map_000797.bin,map_039710.bin,21,0.296126,39710
map_000798.bin,map_034052.bin,45,0.385509,34052
map_000799.bin,map_007180.bin,7,0.275186,7180
map_000800.bin,map_032076.bin,25,0.454723,32076
map_000801.bin,map_002922.bin,17,0.398827,2922
map_000802.bin,map_019762.bin,38,0.274808,19762
map_000803.bin,map_029677.bin,35,0.324554,29677
map_000804.bin,map_023407.bin,9,0.231724,23407
map_000805.bin,map_037960.bin,18,0.159016,37960
map_000806.bin,map_021806.bin,24,0.166349,21806
map_000807.bin,map_003595.bin,11,0.184133,3595
map_000808.bin,map_029305.bin,69,0.167828,29305
map_000809.bin,map_036577.bin,58,0.254636,36577
map_000810.bin,map_020205.bin,3,0.327205,20205
map_000811.bin,map_000497.bin,24,0.109377,497
map_000812.bin,map_024232.bin,1,0.118731,24232
map_000813.bin,map_028882.bin,3,0.180536,28882
map_000814.bin,map_005802.bin,56,0.135843,5802
map_000815.bin,map_024375.bin,58,0.221785,24375
map_000816.bin,map_020706.bin,70,0.235573,20706
map_000817.bin,map_037056.bin,13,0.229233,37056
map_000818.bin,map_026055.bin,3,0.557146,26055
map_000819.bin,map_040727.bin,30,0.096607,40727
map_000820.bin,map_008715.bin,41,0.191090,8715
map_000821.bin,map_024887.bin,7,0.226434,24887
map_000822.bin,map_010933.bin,14,0.130664,10933
map_000823.bin,map_030133.bin,16,0.036395,30133
map_000824.bin,map_037130.bin,22,0.414621,37130
map_000825.bin,map_015514.bin,2,0.148922,15514
map_000826.bin,map_036033.bin,18,0.046630,36033
map_000827.bin,map_030815.bin,56,0.064150,30815
map_000828.bin,map_027592.bin,4,0.325140,27592
map_000829.bin,map_026735.bin,0,0.210335,26735
map_000830.bin,map_024891.bin,93,0.066961,24891
map_000831.bin,map_033009.bin,96,0.085375,33009
map_000832.bin,map_015813.bin,42,0.591346,15813
map_000833.bin,map_018129.bin,43,0.343226,18129
map_000834.bin,map_013315.bin,4,0.517466,13315
map_000835.bin,map_005324.bin,4,0.284516,5324
map_000836.bin,map_016000.bin,1,0.253746,16000
map_000837.bin,map_025759.bin,2,0.309967,25759
map_000838.bin,map_014123.bin,24,0.236733,14123
map_000839.bin,map_026723.bin,3,0.250648,26723
map_000840.bin,map_033917.bin,53,0.096078,33917
map_000841.bin,map_035407.bin,83,0.104129,35407
map_000842.bin,map_038438.bin,45,0.139738,38438
map_000843.bin,map_022187.bin,14,0.342021,22187
map_000844.bin,map_019922.bin,2,0.286670,19922
map_000845.bin,map_001232.bin,8,0.238594,1232
map_000846.bin,map_028218.bin,5,0.146207,28218
map_000847.bin,map_018987.bin,46,0.235565,18987
map_000848.bin,map_010367.bin,7,0.011668,10367
map_000849.bin,map_028024.bin,13,0.164730,28024
map_000850.bin,map_012306.bin,47,0.399949,12306
map_000851.bin,map_018696.bin,54,0.162258,18696
map_000852.bin,map_014538.bin,4,0.209952,14538
map_000853.bin,map_019047.bin,83,0.293677,19047
map_000854.bin,map_016037.bin,41,0.245673,16037
map_000855.bin,map_033512.bin,4,0.213561,33512
map_000856.bin,map_041074.bin,13,0.189548,41074
map_000857.bin,map_015462.bin,42,0.410364,15462
map_000858.bin,map_032416.bin,85,0.062890,32416
map_000859.bin,map_002837.bin,38,0.301405,2837
map_000860.bin,map_029834.bin,20,0.078177,29834
map_000861.bin,map_011004.bin,26,0.082247,11004
map_000862.bin,map_004266.bin,21,0.316813,4266
map_000863.bin,map_014391.bin,20,0.091615,14391
map_000864.bin,map_041141.bin,4,0.340370,41141
map_000865.bin,map_023752.bin,37,0.639920,23752
map_000866.bin,map_028084.bin,6,0.227047,28084
map_000867.bin,map_032184.bin,25,0.282893,32184
map_000868.bin,map_014329.bin,2,0.548077,14329
map_000869.bin,map_039864.bin,62,0.094166,39864
map_000870.bin,map_027774.bin,33,0.063968,27774
map_000871.bin,map_036279.bin,87,0.155331,36279
map_000872.bin,map_040979.bin,87,0.364769,40979
map_000873.bin,map_028519.bin,5,0.102716,28519
map_000874.bin,map_025609.bin,22,0.238677,25609
map_000875.bin,map_002670.bin,11,0.396283,2670
map_000876.bin,map_006096.bin,15,0.282816,6096
map_000877.bin,map_016621.bin,168,0.232350,16621
map_000878.bin,map_012869.bin,8,0.167247,12869
map_000879.bin,map_023231.bin,63,0.326173,23231
map_000880.bin,map_039034.bin,1,0.173041,39034
map_000881.bin,map_012594.bin,10,0.153478,12594
map_000882.bin,map_016709.bin,81,0.201378,16709
map_000883.bin,map_037302.bin,3,0.158401,37302
map_000884.bin,map_032995.bin,6,0.060934,32995
map_000885.bin,map_021417.bin,18,0.706230,21417
map_000886.bin,map_027205.bin,5,0.397997,27205
map_000887.bin,map_032284.bin,21,0.267087,32284
map_000888.bin,map_030779.bin,134,0.151026,30779
map_000889.bin,map_020057.bin,17,0.120958,20057
map_000890.bin,map_024447.bin,15,0.023523,24447
map_000891.bin,map_031704.bin,23,0.108194,31704
map_000892.bin,map_018704.bin,1,0.150979,18704
map_000893.bin,map_020538.bin,43,0.198594,20538
map_000894.bin,map_040174.bin,7,0.271949,40174
map_000895.bin,map_026317.bin,26,0.162000,26317
map_000896.bin,map_015559.bin,11,0.113552,15559
map_000897.bin,map_016730.bin,16,0.149282,16730
map_000898.bin,map_014252.bin,4,0.272849,14252
map_000899.bin,map_013761.bin,190,0.047592,13761
map_000900.bin,map_007162.bin,3,0.143043,7162
map_000901.bin,map_041408.bin,17,0.168320,41408
map_000902.bin,map_011086.bin,133,0.257533,11086
map_000903.bin,map_018042.bin,4,0.182475,18042
map_000904.bin,map_006694.bin,51,0.521948,6694
map_000905.bin,map_031367.bin,0,0.167841,31367
map_000906.bin,map_039838.bin,35,0.108950,39838
map_000907.bin,map_009968.bin,30,0.143109,9968
map_000908.bin,map_011033.bin,78,0.289712,11033
map_000909.bin,map_012261.bin,23,0.067417,12261
map_000910.bin,map_027627.bin,13,0.272186,27627
map_000911.bin,map_015476.bin,10,0.570039,15476
map_000912.bin,map_041600.bin,14,0.176177,41600
map_000913.bin,map_034946.bin,46,0.231578,34946
map_000914.bin,map_030504.bin,2,0.182525,30504
map_000915.bin,map_033549.bin,38,0.347655,33549
map_000916.bin,map_016151.bin,17,0.098424,16151
map_000917.bin,map_005225.bin,11,0.300466,5225
map_000918.bin,map_011575.bin,40,0.118832,11575
map_000919.bin,map_017031.bin,25,0.181969,17031
map_000920.bin,map_013182.bin,4,0.163734,13182
map_000921.bin,map_019840.bin,10,0.089345,19840
map_000922.bin,map_009838.bin,5,0.368115,9838
map_000923.bin,map_017392.bin,42,0.251710,17392
map_000924.bin,map_000886.bin,6,0.179678,886
map_000925.bin,map_040773.bin,57,0.292463,40773
map_000926.bin,map_030955.bin,1,0.164402,30955
map_000927.bin,map_006897.bin,106,0.204276,6897
map_000928.bin,map_015657.bin,12,0.397977,15657
map_000929.bin,map_001762.bin,35,0.149417,1762
map_000930.bin,map_000133.bin,50,0.107543,133
map_000931.bin,map_032279.bin,1,0.265169,32279
map_000932.bin,map_017297.bin,11,0.303476,17297
map_000933.bin,map_040347.bin,8,0.177878,40347
map_000934.bin,map_006884.bin,22,0.225836,6884
map_000935.bin,map_036998.bin,6,0.091888,36998
map_000936.bin,map_028521.bin,26,0.227178,28521
map_000937.bin,map_005941.bin,110,0.173329,5941
map_000938.bin,map_000479.bin,4,0.010253,479
map_000939.bin,map_033659.bin,32,0.244162,33659
map_000940.bin,map_017424.bin,3,0.318315,17424
map_000941.bin,map_026690.bin,32,0.280982,26690
map_000942.bin,map_027016.bin,13,0.463539,27016
map_000943.bin,map_025375.bin,7,0.098933,25375
map_000944.bin,map_019070.bin,14,0.190635,19070
map_000945.bin,map_009929.bin,10,0.195960,9929
map_000946.bin,map_002273.bin,5,0.012202,2273
map_000947.bin,map_014012.bin,16,0.034053,14012
map_000948.bin,map_027156.bin,8,0.540433,27156
map_000949.bin,map_006474.bin,27,0.267013,6474
map_000950.bin,map_004389.bin,25,0.251303,4389
map_000951.bin,map_022417.bin,27,0.114855,22417
map_000952.bin,map_028574.bin,2,0.312684,28574
map_000953.bin,map_004716.bin,26,0.267959,4716
map_000954.bin,map_033242.bin,0,0.144242,33242
map_000955.bin,map_036310.bin,117,0.233369,36310
map_000956.bin,map_039911.bin,44,0.519180,39911
map_000957.bin,map_001588.bin,6,0.475355,1588
map_000958.bin,map_007943.bin,11,0.255454,7943
map_000959.bin,map_008807.bin,3,0.292523,8807
map_000960.bin,map_032399.bin,25,0.059478,32399
map_000961.bin,map_017186.bin,4,0.290780,17186
map_000962.bin,map_004242.bin,22,0.348189,4242
map_000963.bin,map_014464.bin,31,0.097101,14464
map_000964.bin,map_006637.bin,103,0.255593,6637
map_000965.bin,map_031443.bin,13,0.201788,31443
map_000966.bin,map_023895.bin,26,0.252130,23895
map_000967.bin,map_035086.bin,92,0.224866,35086
map_000968.bin,map_033509.bin,7,0.052757,33509
map_000969.bin,map_035988.bin,4,0.084518,35988
map_000970.bin,map_012785.bin,4,0.135169,12785
map_000971.bin,map_030184.bin,14,0.400769,30184
map_000972.bin,map_022377.bin,38,0.100137,22377
map_000973.bin,map_025741.bin,23,0.329076,25741
map_000974.bin,map_025299.bin,41,0.123505,25299
map_000975.bin,map_017099.bin,5,0.547158,17099
map_000976.bin,map_034575.bin,27,0.140061,34575
map_000977.bin,map_023429.bin,12,0.187702,23429
map_000978.bin,map_016260.bin,22,0.031083,16260
map_000979.bin,map_032744.bin,5,0.106829,32744
map_000980.bin,map_035236.bin,30,0.300175,35236
map_000981.bin,map_003666.bin,12,0.074483,3666
map_000982.bin,map_034867.bin,3,0.135880,34867
map_000983.bin,map_006140.bin,90,0.152041,6140
map_000984.bin,map_012661.bin,11,0.078463,12661
map_000985.bin,map_036195.bin,83,0.068304,36195
map_000986.bin,map_011948.bin,78,0.303916,11948
map_000987.bin,map_015399.bin,14,0.460915,15399
map_000988.bin,map_037899.bin,30,0.149508,37899
map_000989.bin,map_005028.bin,4,0.220809,5028
map_000990.bin,map_009037.bin,27,0.288865,9037
map_000991.bin,map_014307.bin,33,0.054951,14307
map_000992.bin,map_009500.bin,2,0.173242,9500
map_000993.bin,map_031793.bin,153,0.285495,31793
map_000994.bin,map_004776.bin,12,0.170336,4776
map_000995.bin,map_009006.bin,15,0.277672,9006
map_000996.bin,map_003076.bin,5,0.187056,3076
map_000997.bin,map_022767.bin,3,0.190628,22767
map_000998.bin,map_025741.bin,9,0.233246,25741
map_000999.bin,map_038997.bin,8,0.416340,38997
